brand,url,host,slug,logo_path,logo_status,logo_source,logo_url,logo_error
onebet,https://onebet.br.com,onebet.br.com,onebet,assets/logos/onebet.webp,fetched,img,https://onebet.br.com/assets/images/onebet.png,
only777,https://only777brasil.com,only777brasil.com,only777,assets/logos/only777.webp,fetched,img,https://only777brasil.com/assets/images/only777.png,
onw777,https://onw777brasil.com,onw777brasil.com,onw777,assets/logos/onw777.webp,fetched,img,https://onw777brasil.com/img/logo.webp,
oobet,https://oobet.br.com,oobet.br.com,oobet,assets/logos/oobet.webp,fetched,img,https://oobet.br.com/assets/images/oobet.png,
opabet777,https://opabet777brasil.com,opabet777brasil.com,opabet777,assets/logos/opabet777.webp,fetched,img,https://opabet777brasil.com/assets/images/opabet777.png,
own777,https://own777.br.com,own777.br.com,own777,assets/logos/own777.webp,fetched,img,https://own777.br.com/assets/images/own777.png,
ox777,https://ox777brasil.com,ox777brasil.com,ox777,assets/logos/ox777.webp,fetched,img,https://ox777brasil.com/assets/images/ox777.png,
oxe777,https://oxe777brasil.com,oxe777brasil.com,oxe777,assets/logos/oxe777.webp,fetched,img,https://oxe777brasil.com/assets/images/oxe777.png,
pagolbet,https://pagolbet.br.com,pagolbet.br.com,pagolbet,assets/logos/pagolbet.webp,fetched,img,https://pagolbet.br.com/assets/images/pagolbet.png,
pg777,https://pg777brasil.com,pg777brasil.com,pg777,assets/logos/pg777.webp,fetched,img,https://pg777brasil.com/assets/images/pg777.png,
pg888,https://pg888brasil.com,pg888brasil.com,pg888,assets/logos/pg888.webp,fetched,img,https://pg888brasil.com/assets/images/pg888.png,
pg8bet,https://pg8betbrasil.com,pg8betbrasil.com,pg8bet,assets/logos/pg8bet.webp,fetched,img,https://pg8betbrasil.com/assets/images/pg8bet.png,
pgbet,https://pgbet.br.com,pgbet.br.com,pgbet,assets/logos/pgbet.webp,fetched,img,https://pgbet.br.com/assets/images/pgbet.png,
pinbet,https://pinbet.br.com,pinbet.br.com,pinbet,assets/logos/pinbet.svg,fetched,og:image,https://pinbet.br.com/assets/images/site-og.svg,
pixpoker,https://pixpokerbrasil.com,pixpokerbrasil.com,pixpoker,assets/logos/pixpoker.webp,fetched,img,https://pixpokerbrasil.com/images/logo.png,
pop678,https://pop678.br.com,pop678.br.com,pop678,assets/logos/pop678.webp,fetched,img,https://pop678.br.com/assets/images/pop678.png,
pop888,https://pop888brasil.com,pop888brasil.com,pop888,assets/logos/pop888.webp,fetched,img,https://pop888brasil.com/assets/images/pop888.png,
popobet,https://popobet.br.com,popobet.br.com,popobet,assets/logos/popobet.svg,fetched,og:image,https://popobet.br.com/assets/images/site-og.svg,
poppg,https://poppgbrasil.com,poppgbrasil.com,poppg,assets/logos/poppg.webp,fetched,img,https://poppgbrasil.com/assets/images/poppg.png,
ppbet,https://ppbet.br.com,ppbet.br.com,ppbet,assets/logos/ppbet.webp,fetched,img,https://ppbet.br.com/assets/images/ppbet.png,
pttwin,https://pttwinbrasil.com,pttwinbrasil.com,pttwin,assets/logos/pttwin.webp,fetched,og:image,https://pttwinbrasil.com/images/pttwin.png,
pubet,https://pubet.br.com,pubet.br.com,pubet,assets/logos/pubet.webp,fetched,img,https://pubet.br.com/assets/images/pubet.png,
pvpbet,https://pvpbetbrasil.com,pvpbetbrasil.com,pvpbet,assets/logos/pvpbet.webp,fetched,og:image,https://pvpbetbrasil.com/images/pvpbet_logo.png,
q8bet,https://q8betbrasil.com,q8betbrasil.com,q8bet,assets/logos/q8bet.webp,fetched,img,https://q8betbrasil.com/assets/images/q8bet.png,
qbet,https://qbet.br.com,qbet.br.com,qbet,assets/logos/qbet.webp,fetched,img,https://qbet.br.com/assets/images/qbet.png,
qgbet,https://qgbet.br.com,qgbet.br.com,qgbet,assets/logos/qgbet.webp,fetched,img,https://qgbet.br.com/assets/images/qgbet.png,
qrbet,https://qrbet.br.com,qrbet.br.com,qrbet,assets/logos/qrbet.webp,fetched,img,https://qrbet.br.com/assets/images/qrbet.png,
r9bet,https://r9betbrasil.com,r9betbrasil.com,r9bet,assets/logos/r9bet.webp,fetched,img,https://r9betbrasil.com/images/logo.png,
realbet,https://realbet.br.com,realbet.br.com,realbet,assets/logos/realbet.webp,fetched,img,https://realbet.br.com/assets/images/realbet.png,
relsbet,https://relsbetbrasil.com,relsbetbrasil.com,relsbet,assets/logos/relsbet.webp,fetched,img,https://relsbetbrasil.com/assets/images/relsbet.png,
riobet,https://riobetbrasil.com,riobetbrasil.com,riobet,assets/logos/riobet.webp,fetched,img,https://riobetbrasil.com/assets/images/riobet.png,
runwin,https://runwinbrasil.com,runwinbrasil.com,runwin,assets/logos/runwin.webp,fetched,img,https://runwinbrasil.com/img/logo.webp,
s11bet,https://s11bet.br.com,s11bet.br.com,s11bet,assets/logos/s11bet.webp,fetched,img,https://s11bet.br.com/assets/images/s11bet.png,
s5bet,https://s5bet.br.com,s5bet.br.com,s5bet,assets/logos/s5bet.webp,fetched,img,https://s5bet.br.com/assets/images/s5bet.png,
score365,https://score365.br.com,score365.br.com,score365,assets/logos/score365.webp,fetched,img,https://score365.br.com/assets/images/score365.png,
seu777,https://seu777brasil.com,seu777brasil.com,seu777,assets/logos/seu777.webp,fetched,img,https://seu777brasil.com/assets/images/seu777.png,
seuwin,https://seuwin.br.com,seuwin.br.com,seuwin,assets/logos/seuwin.webp,fetched,img,https://seuwin.br.com/assets/images/seuwin.png,
skkbet,https://skkbetbrasil.com,skkbetbrasil.com,skkbet,assets/logos/skkbet.webp,fetched,img,https://skkbetbrasil.com/assets/images/skkbet.png,
slot7k,https://slot7kbrasil.com,slot7kbrasil.com,slot7k,assets/logos/slot7k.webp,fetched,img,https://slot7kbrasil.com/assets/images/slot7k.png,
slotwin,https://slotwinbrasil.com,slotwinbrasil.com,slotwin,assets/logos/slotwin.webp,fetched,img,https://slotwinbrasil.com/assets/images/slotwin.png,
sol777,https://sol777.br.com,sol777.br.com,sol777,assets/logos/sol777.webp,fetched,img,https://sol777.br.com/assets/images/sol777.png,
speedbet,https://speedbet.br.com,speedbet.br.com,speedbet,assets/logos/speedbet.webp,fetched,img,https://speedbet.br.com/assets/images/speedbet.png,
sporbet,https://sporbetbrasil.com,sporbetbrasil.com,sporbet,assets/logos/sporbet.webp,fetched,img,https://sporbetbrasil.com/images/logo.png,
sportebet,https://sportebet.br.com,sportebet.br.com,sportebet,assets/logos/sportebet.webp,fetched,img,https://sportebet.br.com/assets/images/sportebet.png,
spotbet,https://spotbet.br.com,spotbet.br.com,spotbet,assets/logos/spotbet.webp,fetched,img,https://spotbet.br.com/assets/images/spotbet.png,
ssgame,https://ssgamebrasil.com,ssgamebrasil.com,ssgame,assets/logos/ssgame.webp,fetched,img,https://ssgamebrasil.com/assets/images/ssgame.png,
sssgame,https://sssgame.games,sssgame.games,sssgame,assets/logos/sssgame.webp,fetched,img,https://sssgame.games/assets/images/sssgame.png,
sssgames,https://sssgames.br.com,sssgames.br.com,sssgames,assets/logos/sssgames.webp,fetched,img,https://sssgames.br.com/assets/images/sssgames.png,
ssspaga,https://ssspagabrasil.com,ssspagabrasil.com,ssspaga,assets/logos/ssspaga.webp,fetched,img,https://ssspagabrasil.com/assets/images/ssspaga.png,
ssvip,https://ssvip.br.com,ssvip.br.com,ssvip,assets/logos/ssvip.webp,fetched,img,https://ssvip.br.com/assets/images/ssvip.png,
strelabet,https://strelabet.br.com,strelabet.br.com,strelabet,assets/logos/strelabet.webp,fetched,img,https://strelabet.br.com/assets/images/strelabet.png,
strike777,https://strike777brasil.com,strike777brasil.com,strike777,assets/logos/strike777.webp,fetched,img,https://strike777brasil.com/assets/images/strike777.png,
sua777,https://sua777.br.com,sua777.br.com,sua777,assets/logos/sua777.webp,fetched,img,https://sua777.br.com/assets/images/sua777.png,
suabet,https://suabet.br.com,suabet.br.com,suabet,assets/logos/suabet.webp,fetched,img,https://suabet.br.com/assets/images/suabet.png,
sun777,https://sun777.br.com,sun777.br.com,sun777,assets/logos/sun777.webp,fetched,img,https://sun777.br.com/assets/images/sun777.png,
sunjogo,https://sunjogobrasil.com,sunjogobrasil.com,sunjogo,assets/logos/sunjogo.webp,fetched,img,https://sunjogobrasil.com/images/logo.png,
suoerbet,https://suoerbetbrasil.com,suoerbetbrasil.com,suoerbet,assets/logos/suoerbet.webp,fetched,img,https://suoerbetbrasil.com/images/logo.png,
supebet,https://supebetbrasil.com,supebetbrasil.com,supebet,assets/logos/supebet.webp,fetched,img,https://supebetbrasil.com/assets/images/supebet.png,
surpebet,https://surpebetbrasil.com,surpebetbrasil.com,surpebet,assets/logos/surpebet.webp,fetched,img,https://surpebetbrasil.com/assets/images/surpebet.png,
suvpg,https://suvpgbrasil.com,suvpgbrasil.com,suvpg,assets/logos/suvpg.webp,fetched,img,https://suvpgbrasil.com/assets/images/suvpg.png,
t111,https://t111.br.com,t111.br.com,t111,assets/logos/t111.webp,fetched,img,https://t111.br.com/assets/images/t111.png,
taabet,https://taabet.br.com,taabet.br.com,taabet,assets/logos/taabet.webp,fetched,img,https://taabet.br.com/assets/images/taabet.png,
tadabet,https://tadabet.br.com,tadabet.br.com,tadabet,assets/logos/tadabet.webp,fetched,img,https://tadabet.br.com/assets/images/tadabet.png,
ter777,https://ter777.br.com,ter777.br.com,ter777,assets/logos/ter777.webp,fetched,img,https://ter777.br.com/assets/images/ter777.png,
texybet,https://texybetbrasil.com,texybetbrasil.com,texybet,assets/logos/texybet.png,fetched,og:image,https://texybetbrasil.com/images/texybet.png,
tgjogo,https://tgjogo.br.com,tgjogo.br.com,tgjogo,assets/logos/tgjogo.webp,fetched,img,https://tgjogo.br.com/assets/images/tgjogo.png,
tik777,https://tik777brasil.com,tik777brasil.com,tik777,assets/logos/tik777.webp,fetched,og:image,https://tik777brasil.com/images/tik777.png,
timbet,https://timbet.br.com,timbet.br.com,timbet,assets/logos/timbet.webp,fetched,img,https://timbet.br.com/assets/images/timbet.png,
titiwin,https://titiwin.br.com,titiwin.br.com,titiwin,assets/logos/titiwin.webp,fetched,img,https://titiwin.br.com/assets/images/titiwin.png,
today777,https://today777.br.com,today777.br.com,today777,assets/logos/today777.webp,fetched,img,https://today777.br.com/assets/images/today777.png,
tqwin,https://tqwinbrasil.com,tqwinbrasil.com,tqwin,assets/logos/tqwin.webp,fetched,img,https://tqwinbrasil.com/img/logo.webp,
tt99,https://tt99.br.com,tt99.br.com,tt99,assets/logos/tt99.webp,fetched,img,https://tt99.br.com/assets/images/tt99.png,
u7bet,https://u7betbrasil.com,u7betbrasil.com,u7bet,assets/logos/u7bet.webp,fetched,img,https://u7betbrasil.com/assets/images/u7bet.png,
ultrabet,https://ultrabet.br.com,ultrabet.br.com,ultrabet,assets/logos/ultrabet.webp,fetched,img,https://ultrabet.br.com/assets/images/ultrabet.png,
umcassino,https://umcassino.br.com,umcassino.br.com,umcassino,assets/logos/umcassino.webp,fetched,img,https://umcassino.br.com/assets/images/umcassino.png,
unicabet,https://unicabetbrasil.com,unicabetbrasil.com,unicabet,assets/logos/unicabet.webp,fetched,img,https://unicabetbrasil.com/images/logo.png,
upbet,https://upbet.to,upbet.to,upbet,assets/logos/upbet.webp,fetched,img,https://upbet.to/assets/images/upbet.png,
uxbet,https://uxbet.br.com,uxbet.br.com,uxbet,assets/logos/uxbet.webp,fetched,img,https://uxbet.br.com/assets/images/uxbet.png,
vaibet,https://vaibetbrasil.com,vaibetbrasil.com,vaibet,assets/logos/vaibet.webp,fetched,img,https://vaibetbrasil.com/assets/images/vaibet.png,
vaidabet,https://vaidabetbrasil.com,vaidabetbrasil.com,vaidabet,assets/logos/vaidabet.webp,fetched,img,https://vaidabetbrasil.com/assets/images/vaidabet.png,
vertbet,https://vertbetbrasil.com,vertbetbrasil.com,vertbet,assets/logos/vertbet.webp,fetched,img,https://vertbetbrasil.com/assets/images/vertbet.png,
vgbet,https://vgbet.br.com,vgbet.br.com,vgbet,assets/logos/vgbet.webp,fetched,img,https://vgbet.br.com/assets/images/vgbet.png,
viu777,https://viu777.br.com,viu777.br.com,viu777,assets/logos/viu777.webp,fetched,img,https://viu777.br.com/assets/images/viu777.png,
vixbet,https://vixbetbrasil.com,vixbetbrasil.com,vixbet,assets/logos/vixbet.webp,fetched,og:image,https://vixbetbrasil.com/images/vixbet.png,
voj8,https://voj8.br.com,voj8.br.com,voj8,assets/logos/voj8.webp,fetched,img,https://voj8.br.com/assets/images/voj8.png,
voz777,https://voz777brasil.com,voz777brasil.com,voz777,assets/logos/voz777.webp,fetched,img,https://voz777brasil.com/assets/images/voz777.png,
wim2023,https://wim2023brasil.com,wim2023brasil.com,wim2023,assets/logos/wim2023.webp,fetched,img,https://wim2023brasil.com/assets/images/wim2023.png,
wim222,https://wim222.br.com,wim222.br.com,wim222,assets/logos/wim222.webp,fetched,img,https://wim222.br.com/assets/images/wim222.png,
wim444,https://wim444.br.com,wim444.br.com,wim444,assets/logos/wim444.svg,fetched,og:image,https://wim444.br.com/assets/images/site-og.svg,
wim777,https://wim777brasil.com,wim777brasil.com,wim777,assets/logos/wim777.webp,fetched,og:image,https://wim777brasil.com/images/wim777.png,
wim888,https://wim888brasil.com,wim888brasil.com,wim888,assets/logos/wim888.webp,fetched,img,https://wim888brasil.com/assets/images/wim888.png,
wimni,https://wimnibrasil.com,wimnibrasil.com,wimni,assets/logos/wimni.webp,fetched,og:image,https://wimnibrasil.com/images/wimni_logo.png,
win22,https://win22brasil.com,win22brasil.com,win22,assets/logos/win22.webp,fetched,img,https://win22brasil.com/assets/images/win22.png,
win23,https://win23.br.com,win23.br.com,win23,assets/logos/win23.webp,fetched,img,https://win23.br.com/assets/images/win23.png,
win77,https://win77brasil.com,win77brasil.com,win77,assets/logos/win77.webp,fetched,img,https://win77brasil.com/assets/images/win77.png,
win7b,https://win7bbrasil.com,win7bbrasil.com,win7b,assets/logos/win7b.webp,fetched,img,https://win7bbrasil.com/assets/images/win7b.png,
winbet,https://winbet.br.com,winbet.br.com,winbet,assets/logos/winbet.webp,fetched,img,https://winbet.br.com/assets/images/winbet.png,
winmi,https://winmi.br.com,winmi.br.com,winmi,assets/logos/winmi.webp,fetched,img,https://winmi.br.com/assets/images/winmi.png,
winpix,https://winpix.br.com,winpix.br.com,winpix,assets/logos/winpix.webp,fetched,img,https://winpix.br.com/assets/images/winpix.png,
winvip,https://winvipbrasil.com,winvipbrasil.com,winvip,assets/logos/winvip.webp,fetched,img,https://winvipbrasil.com/assets/images/winvip.png,
winxx,https://winxx.br.com,winxx.br.com,winxx,assets/logos/winxx.webp,fetched,img,https://winxx.br.com/assets/images/winxx.png,
wjbet,https://wjbet.br.com,wjbet.br.com,wjbet,assets/logos/wjbet.webp,fetched,img,https://wjbet.br.com/assets/images/wjbet.png,
wjcassino,https://wjcassino.br.com,wjcassino.br.com,wjcassino,assets/logos/wjcassino.svg,fetched,og:image,https://wjcassino.br.com/assets/images/site-og.svg,
x1bet,https://x1betbrasil.com,x1betbrasil.com,x1bet,assets/logos/x1bet.webp,fetched,img,https://x1betbrasil.com/assets/images/x1bet.png,
xlxwin,https://xlxwin.br.com,xlxwin.br.com,xlxwin,assets/logos/xlxwin.svg,fallback,generated-fallback,,https://xlxwin.br.com/favicon.ico: <urlopen error timed out>
xtbet,https://xtbetbrasil.com,xtbetbrasil.com,xtbet,assets/logos/xtbet.webp,fetched,img,https://xtbetbrasil.com/assets/images/xtbet.png,
xwim,https://xwim.br.com,xwim.br.com,xwim,assets/logos/xwim.webp,fetched,img,https://xwim.br.com/assets/images/xwim.png,
xxbet,https://xxbetbrasil.com,xxbetbrasil.com,xxbet,assets/logos/xxbet.webp,fetched,img,https://xxbetbrasil.com/assets/images/xxbet.png,
xxbr,https://xxbrbrasil.com,xxbrbrasil.com,xxbr,assets/logos/xxbr.webp,fetched,img,https://xxbrbrasil.com/assets/images/xxbr.png,
ygjogo,https://ygjogo.br.com,ygjogo.br.com,ygjogo,assets/logos/ygjogo.webp,fetched,img,https://ygjogo.br.com/assets/images/ygjogo.png,
yyslot,https://yyslotbrasil.com,yyslotbrasil.com,yyslot,assets/logos/yyslot.webp,fetched,img,https://yyslotbrasil.com/assets/images/yyslot.png,
yyybet,https://yyybetbrasil.com,yyybetbrasil.com,yyybet,assets/logos/yyybet.webp,fetched,img,https://yyybetbrasil.com/assets/images/yyybet.png,
zbzb,https://zbzb.br.com,zbzb.br.com,zbzb,assets/logos/zbzb.webp,fetched,img,https://zbzb.br.com/assets/images/zbzb.png,
zz66,https://zz66.br.com,zz66.br.com,zz66,assets/logos/zz66.webp,fetched,img,https://zz66.br.com/assets/images/zz66.png,
zz777,https://zz777.br.com,zz777.br.com,zz777,assets/logos/zz777.webp,fetched,img,https://zz777.br.com/assets/images/zz777.png,
zzwin,https://zzwin.br.com,zzwin.br.com,zzwin,assets/logos/zzwin.webp,fetched,img,https://zzwin.br.com/assets/images/zzwin.png,
zzz999,https://zzz999brasil.com,zzz999brasil.com,zzz999,assets/logos/zzz999.webp,fetched,img,https://zzz999brasil.com/assets/images/zzz999.png,
zzzz,https://zzzz.br.com,zzzz.br.com,zzzz,assets/logos/zzzz.webp,fetched,img,https://zzzz.br.com/assets/images/zzzz.png,
